OK,OK,OK
CANCEL,キャンセル,Cancel
,,
SEARCH_WORD_DOG,子犬,cute puppy
SEARCH_WORD_CAT,子猫,cute kitten
,,
MSG_FAILED_TO_LOAD,読み込みに失敗しました。,Failed to load.
,,
BACK,戻る,Back
OPEN_YOUTUBE,YouTubeで開く,Open in YouTube
